,ROLES,COMPANIES,LOCATIONS,EXPERIENCE,SKILLS,DATES,PRESENTDATE,SALARY,LINKS,SPECIALITY,DESCRIPTION
148,Developer/ Machine Learning Engineer ( Java / Python),SAP India Pvt.Ltd,Bengaluru,3-7 Yrs,"('pytorch', 'Kafka Spring Boot', 'scikit-learn', 'Test Driven Development', 'SAP HANA', 'Jira', 'K8S', 'Jenkins')",14 DAYS AGO,2020-12-09,Not disclosed,https://www.naukri.com/job-listings-developer-machine-learning-engineer-java-python-sap-india-pvt-ltd-bengaluru-bangalore-3-to-7-years-251120903780?src=jobsearchDesk&sid=16075340323436162&xp=9&px=8,PREFERRED,BE / Btech/MTech / MCA - Full time education with good academics Proficient in one or m...
149,Fullstack Developer,Nutanix India Technologies Private Limited,Bengaluru,5-10 Yrs,"('Computer science', 'Backend', 'NoSQL', 'cassandra', 'Javascript', 'HTML', 'MongoDB', 'Distribution system')",15 DAYS AGO,2020-12-09,Not disclosed,https://www.naukri.com/job-listings-fullstack-developer-nutanix-india-technologies-private-limited-bengaluru-bangalore-5-to-10-years-241120501194?src=jobsearchDesk&sid=16075340323436162&xp=10&px=8,NULL,"Responsibilities Writing efficient, scalable and clean code including both backend and ..."
150,Core Java Developer (RPA) - Course5 Intelligence Pvt Ltd,COURSE5 INTELLIGENCE PRIVATE LIMITED,Mumbai(Airoli),3-8 Yrs,"('Java', 'Maven', 'Core Java', 'Advanced Java', 'Docker', 'Github', 'HTML', 'DBMS')",7 DAYS AGO,2020-12-09,Not disclosed,https://www.naukri.com/job-listings-core-java-developer-rpa-course5-intelligence-pvt-ltd-course5-intelligence-private-limited-mumbai-3-to-8-years-130420003728?src=jobsearchDesk&sid=16075340323436162&xp=11&px=8,PREFERRED,Kindly Note: Applicant should be comfortable to work in rotational night / pure night s...
151,AWS Fullstack Developer – Senior,LAYER5 INDIA CONSULTING PRIVATE LIMITED,Bengaluru(Bellandur),5-9 Yrs,"('AWS Cloud formation', 'AWS Services', 'CSS', 'Azure', 'scripting language', 'AWS Cloud Service', 'Cassandra', 'HTML')",NULL,2020-12-09,Not disclosed,https://www.naukri.com/job-listings-aws-fullstack-developer-senior-layer5-india-consulting-private-limited-bengaluru-bangalore-5-to-9-years-081220007258?src=jobsearchDesk&sid=16075340323436162&xp=12&px=8,PREMIUM,"Experience with Docker, Kubernetes and multi-cloud environments like AWS, Azure etc Str..."
152,Data Scientist,Alstom Transport India Ltd.,Bengaluru,7-10 Yrs,"('R', 'NoSQL', 'Logistic Regression', 'Open Source', 'MySQL', 'Cassandra', 'MongoDB', 'Machine Learning')",5 DAYS AGO,2020-12-09,Not disclosed,https://www.naukri.com/job-listings-data-scientist-alstom-transport-india-ltd-bengaluru-bangalore-7-to-10-years-041220904800?src=jobsearchDesk&sid=16075340323436162&xp=13&px=8,PREFERRED,Roles and ResponsibilitiesOVERALL PURPOSE OF THE ROLEAs a Data Scientist/Data Science S...
153,Hadoop Application Developer,Accenture Solutions Pvt Ltd,Bengaluru,6-8 Yrs,"('Business process', 'NoSQL', 'cassandra', 'Consulting', 'SCALA', 'MongoDB', 'Unix shell scripting', 'SQL')",5 DAYS AGO,2020-12-09,Not disclosed,https://www.naukri.com/job-listings-hadoop-application-developer-accenture-solutions-pvt-ltd-bengaluru-bangalore-6-to-8-years-041220900510?src=jobsearchDesk&sid=16075340323436162&xp=14&px=8,PREFERRED,"Key Responsibilities : Must to Have Skills: 1 Hadoop - MapReduce, HDFS, Hbase, Hive, sp..."
154,Django Developer,Credicxo Tech Pvt. Ltd.,Delhi NCR(Anand Vihar),NULL,"('Django', 'Api Production', 'Python', 'Front End', 'Accessibility', 'Heroku', 'Github', 'Html5')",6 DAYS AGO,2020-12-09,"4,00,000 - 6,00,000 PA.",https://www.naukri.com/job-listings-django-developer-credicxo-tech-pvt-ltd-delhi-ncr-1-to-6-years-031220001498?src=jobsearchDesk&sid=16075340323436162&xp=15&px=8,WALK-IN,"Proficient understanding of GitHub, JIRA, GSuite"
155,Data Scientist,Mobiotics IT Solution Pvt Ltd,Bengaluru(HSR Layout),2-5 Yrs,"('Big Data Analytics', 'ELK', 'Postgresql', 'Cassandra', 'Kafka', 'Jupyter Notebook', 'Machine Learning', 'Numpy')",8 DAYS AGO,2020-12-09,"5,00,000 - 10,00,000 PA.",https://www.naukri.com/job-listings-data-scientist-mobiotics-it-solution-pvt-ltd-bengaluru-bangalore-2-to-5-years-011120000228?src=jobsearchDesk&sid=16075340323436162&xp=16&px=8,HOT JOB,5 Years of solid experience in data analytics and MLDegree in Data Science preferred wi...
156,Internship - Python Developer,Ziplr,Bhubaneshwar,0-1 Yrs,"('server', 'github', 'development', 'code', 'technical', 'software', 'Programming', 'JSON')",30+ DAYS AGO,2020-12-09,Not disclosed,https://www.naukri.com/job-listings-internship-python-developer-ziplr-bhubaneshwar-0-to-1-years-280519500329?src=jobsearchDesk&sid=16075340323436162&xp=17&px=8,NULL,Internship - Python Developer at Ziplr Technology Private Limited Internship - Python D...
157,Senior Python Developer,Attify,Bengaluru,1-3 Yrs,"('github', 'Tools', 'mobile', 'developing', 'it', 'Telecom', 'Linkedin', 'GIT')",30+ DAYS AGO,2020-12-09,Not disclosed,https://www.naukri.com/job-listings-senior-python-developer-attify-bengaluru-bangalore-1-to-3-years-270217500039?src=jobsearchDesk&sid=16075340323436162&xp=18&px=8,NULL,"Attify is a cutting - edge Indian startup firm focusing on Mobile, Telecom and IoT Secu..."
158,Lead Python Developer,HyreFox Consultants Pvt Ltd,Mumbai,3-6 Yrs,"('Object oriented design', 'Maven', 'Multithreading', 'GIT', 'cassandra', 'SCALA', 'Data structures', 'MongoDB')",30+ DAYS AGO,2020-12-09,Not disclosed,https://www.naukri.com/job-listings-lead-python-developer-hyrefox-consultants-pvt-ltd-mumbai-3-to-6-years-240619505752?src=jobsearchDesk&sid=16075340323436162&xp=19&px=8,NULL,"Experience optimizing web applications (CDN, Code compression)Experience with Amazon We..."
159,Python Developer,Toucon Consulting,Mumbai,2-5 Yrs,"('Object oriented design', 'Maven', 'Multithreading', 'GIT', 'Web services', 'cassandra', 'SCALA', 'Data structures')",30+ DAYS AGO,2020-12-09,Not disclosed,https://www.naukri.com/job-listings-python-developer-toucon-consulting-mumbai-2-to-5-years-170320501084?src=jobsearchDesk&sid=16075340323436162&xp=20&px=8,NULL,"Responsibilities and Attributes: Very good understanding of Python/Java, web frameworks..."
160,Sr . Python Developer,Hostmud Cloud,Delhi,2-5 Yrs,"('Computer science', 'github', 'SQL database', 'Django', 'Machine learning', 'Javascript', 'Programming', 'MongoDB')",30+ DAYS AGO,2020-12-09,Not disclosed,https://www.naukri.com/job-listings-sr-python-developer-hostmud-cloud-delhi-2-to-5-years-050819500993?src=jobsearchDesk&sid=16075341340304760&xp=1&px=9,NULL,Key Responsibility : Skills Required : Bonus if you have : Build high availability and ...
161,Backend Developer (Ruby/Python),Snaphunt,Bengaluru,2-7 Yrs,"('NoSQL', 'Software Engineering', 'Postgresql', 'MySQL', 'Graphql', 'Cassandra', 'Redis', 'MongoDB')",30+ DAYS AGO,2020-12-09,Not disclosed,https://www.naukri.com/job-listings-backend-developer-ruby-python-snaphunt-bengaluru-bangalore-2-to-7-years-011020003045?src=jobsearchDesk&sid=16075341340304760&xp=2&px=9,PREMIUM,"MongoDB, Cassandra, Elasticsearch), MySQL and GraphQL databases is requiredYou have at ..."
162,Google Cloud Platform Architecture Application Developer,Accenture Solutions Pvt Ltd,Pune,8-10 Yrs,"('Business process', 'NoSQL', 'RDBMS', 'cassandra', 'MySQL', 'Consulting', 'Javascript', 'MongoDB')",13 DAYS AGO,2020-12-09,Not disclosed,https://www.naukri.com/job-listings-google-cloud-platform-architecture-application-developer-accenture-solutions-pvt-ltd-pune-8-to-10-years-261120906559?src=jobsearchDesk&sid=16075341340304760&xp=3&px=9,PREMIUM,Professional Attributes : a: Good communication and interpersonal skills b: Strong writ...
163,Python Developer,Innovation Incubator Advisory Pvt. Ltd.,"Trivandrum, Bengaluru",2-7 Yrs,"('IT Skills', 'Python', 'AWS', 'PDF', 'Linux', 'Architecture', 'XML', 'JSON')",30+ DAYS AGO,2020-12-09,Not disclosed,https://www.naukri.com/job-listings-python-developer-innovation-incubator-advisory-pvt-ltd-trivandrum-bengaluru-bangalore-2-to-7-years-301020500390?src=jobsearchDesk&sid=16075341340304760&xp=4&px=9,NULL,Willingness and ability to learn new tools / languages as neededStrong Python scripting...
164,Python Developer,Snaphunt,Remote,2-4 Yrs,"('Data Science', 'GIT', 'Software Engineering', 'Django', 'OOPS', 'Object Oriented Programming', 'Machine Learning', 'Python')",13 DAYS AGO,2020-12-09,Not disclosed,https://www.naukri.com/job-listings-python-developer-snaphunt-remote-2-to-4-years-301020001484?src=jobsearchDesk&sid=16075341340304760&xp=5&px=9,HOT JOB,You have proficiency in Python / Django with expertise in Object Oriented Programming (...
165,Senior Python Developer,6Sense,Pune,5-8 Yrs,"('IT Skills', 'Python', 'Machine Learning', 'Angularjs', 'Big Data', 'Unix', 'NoSQL', 'Linux')",30+ DAYS AGO,2020-12-09,Not disclosed,https://www.naukri.com/job-listings-senior-python-developer-6sense-pune-5-to-8-years-250820500277?src=jobsearchDesk&sid=16075341340304760&xp=6&px=9,NULL,Description 6sense is a Predictive Intelligence Engine that is reimagining how B2B comp...
166,Senior Python Developer,Fyers Investment Advisors Private Limited,Bengaluru,5-10 Yrs,"('NSE', 'GIT', 'data security', 'Debugging', 'Schema', 'Javascript', 'HTTP', 'SQL')",30+ DAYS AGO,2020-12-09,Not disclosed,https://www.naukri.com/job-listings-senior-python-developer-fyers-investment-advisors-private-limited-bengaluru-bangalore-5-to-10-years-240720500235?src=jobsearchDesk&sid=16075341340304760&xp=7&px=9,NULL,"Job Description Key Roles: Design and development of highly scalable, highly available,..."
167,Python Developer - Django Framework,Animaker,Chennai,2-5 Yrs,"('IT Skills', 'Python', 'Cloud', 'HTML', 'CSS', 'Javascript', 'Jenkins', 'Jenkins')",30 DAYS AGO,2020-12-09,Not disclosed,https://www.naukri.com/job-listings-python-developer-django-framework-animaker-chennai-2-to-5-years-240620907259?src=jobsearchDesk&sid=16075341340304760&xp=8&px=9,HOT JOB,"As a warrior coder, your typical day might include the following: - Building scalable w..."
168,Python Developer,LETRIM INTELLIGENCE SERVICES PVT LTD,Chennai,3-8 Yrs,"('GIT', 'Aws Lambda', 'Django', 'Postgresql', 'Node.Js', 'Postgres', 'Elastic Search', 'Python')",16 DAYS AGO,2020-12-09,Not disclosed,https://www.naukri.com/job-listings-python-developer-letrim-intelligence-services-pvt-ltd-chennai-3-to-8-years-231120002765?src=jobsearchDesk&sid=16075341340304760&xp=9&px=9,HOT JOB,Job Description Python Developer Division: IT Software Roles:We are looking for a full ...
169,Python Developer,globant,Pune,3-7 Yrs,"('IT Skills', 'Python', 'Cloud', 'AWS', 'Azure', 'Computer science', 'NoSQL', 'Linux')",30+ DAYS AGO,2020-12-09,Not disclosed,https://www.naukri.com/job-listings-python-developer-globant-pune-3-to-7-years-211020500074?src=jobsearchDesk&sid=16075341340304760&xp=10&px=9,NULL,You will get the chance to: Work with professionals who have created some of the most r...
170,Python Developer,globant,Bengaluru,3-7 Yrs,"('IT Skills', 'Python', 'Cloud', 'AWS', 'Azure', 'Computer science', 'NoSQL', 'Linux')",30+ DAYS AGO,2020-12-09,Not disclosed,https://www.naukri.com/job-listings-python-developer-globant-bengaluru-bangalore-3-to-7-years-211020500065?src=jobsearchDesk&sid=16075341340304760&xp=11&px=9,NULL,You will get the chance to: Work with professionals who have created some of the most r...
171,Python Developer,Quy Technology Pvt Ltd,Delhi NCR,5-7 Yrs,"('NoSQL', 'GIT', 'Front End', 'Scalability', 'Docker', 'Javascript', 'Redis', 'AWS')",19 DAYS AGO,2020-12-09,"6,00,000 - 11,00,000 PA.",https://www.naukri.com/job-listings-python-developer-quy-technology-pvt-ltd-delhi-ncr-5-to-7-years-201120001802?src=jobsearchDesk&sid=16075341340304760&xp=12&px=9,HOT JOB,Have 5+ years of experience as a lead developer for web scale products and services Hav...
172,Python Developer - MongoDB/Flask/Redis,Kissflow,Chennai,2-4 Yrs,"('BigQuery', 'API Integration', 'AWS', 'Redis', 'Kubernetes', 'MongoDB', 'WebAPI', 'ElasticSearch')",20 DAYS AGO,2020-12-09,Not disclosed,https://www.naukri.com/job-listings-python-developer-mongodb-flask-redis-kissflow-chennai-2-to-4-years-191120901989?src=jobsearchDesk&sid=16075341340304760&xp=13&px=9,PREMIUM,They should be methodical in their approach to design & development Good coding skills ...
173,Python Developer,ENVEDA THERAPEUTICS INDIA PRIVATE LIMITED,Visakhapatnam,3-8 Yrs,"('XPath', 'anti-scraping strategies', 'CSS', 'good communication', 'Web Technologies', 'Data Structures', 'Debugging', 'Documentation')",20 DAYS AGO,2020-12-09,Not disclosed,https://www.naukri.com/job-listings-python-developer-enveda-therapeutics-india-private-limited-visakhapatnam-vizag-3-to-8-years-191120000900?src=jobsearchDesk&sid=16075341340304760&xp=14&px=9,HOT JOB,We are looking for a Python Developer responsible for delivering and maintaining severa...
174,Python Developer,advantiqs,Bengaluru,3-8 Yrs,"('Unix', 'Linux', 'UML', 'Javascript', 'Agile', 'Workflow', 'HTML', 'MVC')",30+ DAYS AGO,2020-12-09,Not disclosed,https://www.naukri.com/job-listings-python-developer-advantiqs-bengaluru-bangalore-3-to-8-years-190920500038?src=jobsearchDesk&sid=16075341340304760&xp=15&px=9,NULL,Good understanding of server-side templating languages such as Jinja3+ years of proven ...
175,Sr. Python Developer | Urgent Opening,Maruti Techlab Pvt Ltd,Ahmedabad,2-7 Yrs,"('Django', 'Python', 'Flask', 'Pyramid', 'Front End', 'GIT', 'Linux', 'Html5')",21 DAYS AGO,2020-12-09,Not disclosed,https://www.naukri.com/job-listings-sr-python-developer-urgent-opening-maruti-techlab-pvt-ltd-ahmedabad-2-to-7-years-181120004588?src=jobsearchDesk&sid=16075341340304760&xp=16&px=9,HOT JOB,Proficient understanding of code versioning tools Git and Mercurial RESTful paradigms a...
176,Python Developer,CD CLOUDENABLERS PVT LTD,Chennai,2-7 Yrs,"('python', 'rest api', 'MongoDB', 'software development', 'flask')",23 DAYS AGO,2020-12-09,Not disclosed,https://www.naukri.com/job-listings-python-developer-cd-cloudenablers-pvt-ltd-chennai-2-to-7-years-171019007175?src=jobsearchDesk&sid=16075341340304760&xp=17&px=9,HOT JOB,Must be well versed with Openstack EcoSystem Must be able to inspire juniors and comman...
177,Python Developer,KoiReader Technologies,Bengaluru,1-3 Yrs,"('Ubuntu', 'Data Structures', 'Python Developer', 'Redis', 'Microservices', 'SQL', 'REST', 'Algorithms')",20 DAYS AGO,2020-12-09,"3,00,000 - 6,00,000 PA.",https://www.naukri.com/job-listings-python-developer-koireader-technologies-bengaluru-bangalore-1-to-3-years-160920001523?src=jobsearchDesk&sid=16075341340304760&xp=18&px=9,HOT JOB,Good understanding of the Pythonic way of writing code Experience working with librarie...
178,Python Developer,ROUTE MOBILE LIMITED,Mumbai,2-7 Yrs,"('Django', 'Postgresql', 'restful api', 'API', 'flask', 'python developer', 'Python')",13 DAYS AGO,2020-12-09,"3,00,000 - 7,00,000 PA.",https://www.naukri.com/job-listings-python-developer-route-mobile-limited-mumbai-2-to-7-years-151020002680?src=jobsearchDesk&sid=16075341340304760&xp=19&px=9,NULL,"Mandatory(Python, Flask/Django (experience with developing Restful APIs), PostgreSQL/My..."
179,Python Developer- Immediate joiner,Attra Infotech Pvt Ltd,Bengaluru,8-12 Yrs,"('GIT', 'Django', 'Python', 'IT Skills', 'Python', 'Javascript', 'Front End', 'Accessibility')",29 DAYS AGO,2020-12-09,Not disclosed,https://www.naukri.com/job-listings-python-developer-immediate-joiner-attra-infotech-pvt-ltd-bengaluru-bangalore-8-to-12-years-140820003418?src=jobsearchDesk&sid=16075341340304760&xp=20&px=9,HOT JOB,"Proficient understanding of code versioning tools such as Git, Mercurial or SVN Previou..."
180,Looking For Python Developer,Attra Infotech Pvt Ltd,Bengaluru,5-10 Yrs,"('Payment Gateways', 'Postgres', 'Python', 'IT Skills', 'Python', 'Javascript', 'Front End', 'GIT')",27 DAYS AGO,2020-12-09,Not disclosed,https://www.naukri.com/job-listings-looking-for-python-developer-attra-infotech-pvt-ltd-bengaluru-bangalore-5-to-10-years-121120002265?src=jobsearchDesk&sid=1607534224883459&xp=1&px=10,HOT JOB,"Proficient understanding of code versioning tools {{such as Git, Mercurial or SVN}} Pre..."
181,Senior Python Developer,MERILENT INTERACTIVE INSIGHT PRIVATE LIMITED,Mumbai,1-3 Yrs,"('GIT', 'Bootstrap', 'Python', 'IT Skills', 'Python', 'Angularjs', 'Javascript', 'AWS')",27 DAYS AGO,2020-12-09,"3,00,000 - 8,00,000 PA.",https://www.naukri.com/job-listings-senior-python-developer-merilent-interactive-insight-private-limited-mumbai-1-to-3-years-121120002077?src=jobsearchDesk&sid=1607534224883459&xp=2&px=10,HOT JOB,"Responsive web design experience using Bootstrap, CSS3 & HTML5 Experience with Python f..."
182,Python Developer,NEEMTREE INTERNET PVT LTD,Gurgaon,2-6 Yrs,"('ERP', 'GIT', 'Architecture', 'Django', 'Postgresql', 'Agile', 'Data structures', 'Python')",30+ DAYS AGO,2020-12-09,Not disclosed,https://www.naukri.com/job-listings-python-developer-neemtree-internet-pvt-ltd-gurgaon-2-to-6-years-120820500217?src=jobsearchDesk&sid=1607534224883459&xp=3&px=10,NULL,Requirements: Highly proficient in python 2 3 and the ability to pick up other language...
183,Python Developer,VELOCIX SOLUTIONS INDIA LLP,Chennai,3-6 Yrs,"('Linux', 'Threading', 'Python', 'GIT', 'Continuous Delivery', 'Continuous Integration', 'Build', 'RTSP')",28 DAYS AGO,2020-12-09,Not disclosed,https://www.naukri.com/job-listings-python-developer-velocix-solutions-india-llp-chennai-3-to-6-years-111120002104?src=jobsearchDesk&sid=1607534224883459&xp=4&px=10,PREFERRED,Job DescriptionWork Experience Requirements:Minimum of 3 to 5 years of hands on experie...
184,Python Django Developer,BRANE ENTERPRISES PRIVATE LIMITED,"Bengaluru, Hyderabad",4-8 Yrs,"('IT Skills', 'Python', 'Machine Learning', 'Cloud', 'Javascript', 'AWS', 'Accessibility', 'Html5')",28 DAYS AGO,2020-12-09,Not disclosed,https://www.naukri.com/job-listings-python-django-developer-brane-enterprises-private-limited-bengaluru-bangalore-hyderabad-secunderabad-4-to-8-years-111120000300?src=jobsearchDesk&sid=1607534224883459&xp=5&px=10,HOT JOB,"Dear Candidate, We are currently looking for smart and self-motivated Mid-Level of Pyth..."
185,Senior Backend Developer - SQL/Python/Django,CorpEntry,"Anywhere in India, Multiple Locations",4-8 Yrs,"('IT Skills', 'Python', 'RESTful API', 'ElasticSearch', 'NoSQL', 'Django', 'Node.js', 'API Gateway')",30 DAYS AGO,2020-12-09,Not disclosed,https://www.naukri.com/job-listings-senior-backend-developer-sql-python-django-corpentry-anywhere-in-india-multiple-locations-4-to-8-years-110820904620?src=jobsearchDesk&sid=1607534224883459&xp=6&px=10,HOT JOB,Roles and ResponsibilitiesJob Description : - We are hiring for a Senior Backend Develo...
